feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,Class
-3.0014127267696935,0.8425018916736915,-0.004392522761385001,-0.4956487528793405,-0.7673474859381645,-1.1518000116738023,-1.124655688332994,0.5505569328262319,-2.001858351303225,-3.635200227540102,2.0920985716179086,-0.8397974073487009,-0.5111052123287851,0
-1.3750692516021041,3.9357540583545334,-1.9478225762793526,-0.7736509118677243,-0.07405653664407366,2.638232642659211,-0.09217408005330353,-0.25881367049292153,-2.6327416378545614,2.126441827526385,-0.12019834358743646,1.9536567479767233,0.28169591382735354,0
-0.5783003277787845,0.3473000775477231,-0.20572477783933565,-0.03191629980651214,-0.5865195926238929,0.1777309324891303,-0.8552333004345047,1.1298824075532663,-0.7072962258430582,1.2318001860011447,-1.2286553247596401,-0.8228200438046198,-0.15756776116891866,0
-1.9896956213284547,0.016358384146480165,0.08129063530580445,0.2792377542753513,0.23734811948953083,-0.7640863560803324,0.07843450719759962,-0.7384147048028783,-1.5429016623240923,-0.9550177035394786,-0.5280806401033457,0.6687317308552835,-0.6997827442045963,0
0.25359297560494903,1.2754981080238768,-0.6931537205805136,-0.1450025076577551,1.2462685089482008,1.1970964618373228,2.1013813736010425,-0.7809433479471526,-0.38151099300464664,1.0869595052321475,-0.7563253875660374,0.335350026947146,1.421022042741208,0
-2.0775923172619795,1.4361003527460017,-0.3793167500379451,0.2946983608256279,0.04308374220212008,-0.2435322452253449,-0.6478484525505558,-0.5950527062908985,-1.5931754076417997,0.38172664678788615,1.7635375024423534,0.19802280057807073,-0.016226208704295298,0
-0.2887729970807095,0.22283048730469623,-0.23964697679771335,0.21884352396189993,-0.09422975631704027,0.3818997279395442,-0.3382503214232219,-0.06395037383143122,-0.6235009945847036,-0.5218945393771243,-0.25562410801608837,0.3574512753341081,-1.3196167481753767,0
-1.9088441615282585,-1.5242760913215605,0.7162360117313641,1.2653426286639788,-0.2473881820401827,-1.6395744668190955,-0.35112624498489575,0.49847831460000436,-1.1978784573943573,0.07658680731384016,1.3398642629170834,0.781957043746741,-1.4236763124349863,0
-2.2024661119111926,3.4723916767604797,-0.6618410676354499,1.2247245219097556,0.15179594887250042,-0.35404901082168594,0.763512567174797,1.5566565676545774,-0.8158863736185451,1.6228759844712095,0.696223682562848,-0.8537863800280407,1.504112837700796,0
-1.2809604098352574,0.3239993377499977,0.4144563369268244,-0.4984379811732735,0.23938089074283816,-1.4232312275484482,0.42151364715646206,-0.9786374886096714,0.053187918322458616,-1.401984268282893,-2.102701753557958,1.102626308382792,-0.2910258930152916,0
-0.649734883913252,-0.7037966083183587,0.17026300339171294,0.7899515906438427,-0.30193798587633647,-0.32636564485157016,-1.4281690807145078,-1.3704309011948088,-0.710798732936043,0.46522955308348535,1.8029456628387157,-0.5923524325484771,-0.09556166927040963,0
-0.7913991674179902,-0.9437405309591798,0.2541889587708084,-0.7583519842618284,-0.21079131758480815,-0.47328512411992263,-1.3342865006588074,2.068547583922264,-0.8253393712742039,0.47477109722961475,-1.1816997830645828,-1.0529246194624655,1.0365440763613667,0
1.142406911766672,0.6647920551422193,-0.6684086605252333,0.18974676081577507,0.40895339264404434,1.6118823952972727,0.1752905221425491,1.798795320275053,-0.005766039205869711,-1.3635191276756924,0.49580026035721864,-0.00044542321247569,-1.1060232006806379,0
-3.439010439377588,1.3398669933813538,-0.30956448875650294,1.460903426144534,-0.23652051540573635,-0.7606602641607203,0.5976610012779955,-0.9555187684192374,-2.6973786331001914,-1.770774422591056,1.008752071684044,-0.1012596884565111,-0.16126950059797882,0
-1.2385256470728703,2.6443201520038944,-0.8037203508711571,1.1859082554298621,-0.4498663007101679,0.5366233033544345,-0.42023907486497714,-0.08283837842460157,-0.9106637408409782,1.873576393897136,-0.8934190858392855,-0.9344853483095023,1.375179057607244,0
-2.556298379294911,1.4505840010791733,-0.09503099413925738,-1.285439898508484,1.013286498231345,-1.0314180149808105,-0.1759783314567708,-0.400428060508607,-1.3625510888622312,-0.09475314631534462,1.1461704509257484,2.1319836495006173,2.0292973556024227,0
-2.3863270570396367,-3.24546022934968,1.426729039798899,0.4129086697629614,1.4550276076515718,-2.7840443053008492,0.5963010981929111,0.4581600212718645,-1.3057097280782206,-1.1438321537705616,0.6339291094024587,-0.6416239156405218,-0.4460569869449833,0
-2.6926763214847944,0.5884243502552874,0.5697156600445955,-2.0302751513473365,-0.30213038512070306,-2.2754541556118193,0.3758203257384417,0.6627534577542142,-0.6338336691838244,-1.740226581200323,-0.8709435506647398,0.03778059979749919,-0.44371920293004485,0
-1.6594089361292759,2.698926669643787,-0.9524533896291717,1.1069790979677012,0.18062576940507985,0.733322476428913,0.3111864967043543,0.18671756076823665,-1.5711400159756324,-0.2900385438891823,-2.2543576731044745,0.1780105259259068,1.1078403000269388,0
1.0046167952695142,0.9970776250893529,-0.7297293725714621,1.9149563075564098,0.055875844885627524,1.5944876113653748,1.1107604792208343,0.586797077029454,-0.01560149859138471,1.6612812894315048,0.5161473096132521,0.5482232374853232,-0.8111783496025405,0
0.23038452449866414,1.5621782558998065,-0.7749643470079192,0.42266214347905606,1.248342160816372,1.2752410649813513,-0.24199421242193814,0.5511419018528504,-0.37130784938388184,1.0804483268291873,0.7394795747363705,-1.508890861566607,1.3594269176869034,0
-0.9402680035740969,-1.0042446523282924,0.3410033640349358,-1.801231629345299,-0.14806561626988232,-0.6918573772709484,1.4215705120079873,-0.19830040140954888,-0.8057271157058422,0.1895017428930553,-0.32453492807502426,0.6365735753401008,0.08354496653538034,0
-1.2604098184745727,-0.2955941998296451,0.14009003047590787,-0.3319742378595674,-0.9394955115545982,-0.5774795888231755,-0.6346711229603367,0.3047765451066457,-1.00701924749971,2.0623164204948403,-0.04345313958219695,0.5389244881597188,0.6535749967454207,0
